,ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default_payment
361182,374,120000,2,6,2,70,-1,-2,0,-1,-1,-2,0,310999,695892,783550,0,943774,0,0,776510,0,37232,0,0
361183,16892,120000,2,1,1,33,3,-2,-2,-1,5,-2,0,360237,597578,600,643311,-94687,0,0,590989,0,116194,0,1
361184,16892,120000,1,1,1,40,-2,-2,2,-1,-1,4,212809,0,396391,712842,182233,811757,0,0,600,0,0,0,1
361185,20679,968422,1,2,2,64,-2,-2,6,-1,-1,-2,239024,459107,700016,600,710843,393956,746147,0,600,0,153204,347380,1
361186,14201,769192,1,1,1,70,1,7,8,-1,-1,-2,82509,948209,0,-38135,721811,144793,0,0,600,0,0,198692,1
361187,15245,120000,2,1,2,51,8,7,-2,-1,-1,-2,176688,0,581439,364695,755013,0,0,0,150316,0,0,0,1
361188,16892,161239,1,4,2,25,1,-2,0,6,-1,-2,255437,424135,551154,399431,26019,374004,0,317935,424837,590314,422418,214228,1
361189,26419,120000,1,1,2,33,1,7,8,0,-1,7,0,76549,491813,671769,338415,729639,0,0,600,417885,0,0,1
361190,15245,120000,2,1,2,51,8,7,-2,-1,-1,2,176688,0,581439,364695,755013,28450,0,0,150316,0,0,0,0
361191,3622,120000,2,1,0,33,7,-2,8,5,2,-2,-72603,641869,679171,291095,475977,0,0,696778,600,0,0,458171,1
361192,16892,120000,1,1,0,29,-2,-2,-1,-2,-1,3,253382,888171,581282,781213,884989,-86555,0,373127,600,0,0,0,1
361193,16892,687929,2,3,3,33,1,3,7,4,-1,-2,436252,0,561093,262117,0,884694,0,0,223901,0,36705,0,0
361194,16892,639891,1,1,2,33,1,-2,-2,7,7,-2,0,0,0,600,322694,-72484,0,0,600,0,0,0,1
361195,2238,120000,1,4,2,62,5,-2,-2,2,-1,6,667430,-21469,640668,774973,847150,0,0,0,600,0,0,26301,1
361196,16892,662101,2,6,2,50,1,3,5,-2,2,-2,728863,352795,656759,600,558621,315237,0,0,632468,0,35400,0,1
361197,3622,120000,2,1,0,33,7,-2,8,5,2,-2,-72603,641869,679171,291095,475977,-45880,0,696778,600,0,0,458171,1
361198,29378,120000,1,1,3,33,0,-1,8,6,-1,-2,749660,515414,0,-35188,0,931422,0,575504,363141,557943,214997,0,0
361199,16892,146589,1,1,1,51,1,6,-2,-1,5,4,304024,525274,674995,240679,770018,417669,0,0,89819,0,68931,0,0
361200,15245,986963,2,1,2,51,8,7,1,-1,-1,2,176688,288515,581439,364695,755013,28450,0,0,150316,0,0,0,1
361201,733,120000,1,1,2,33,1,-2,-1,-1,-1,3,353398,0,603091,757908,596174,424254,0,0,600,0,0,0,1
361202,16892,336432,1,0,0,45,8,6,-2,-1,-1,7,505183,876700,724634,-108758,332511,0,0,439743,552808,0,0,12600,1
361203,16892,120000,1,1,0,29,-2,-2,-1,-2,7,3,253382,888171,581282,781213,884989,-86555,0,373127,600,541032,0,0,1
361204,8277,120000,1,5,2,42,-1,1,-2,-1,0,6,666801,299942,472406,702320,266148,285001,0,756662,600,0,163359,120200,1
361205,13182,470329,1,1,3,66,4,-2,1,-1,7,-2,442050,712423,425786,301743,10247,770794,0,0,600,593658,0,0,1
361206,16892,860118,1,0,3,34,4,7,3,-1,2,-2,325837,500276,779302,236678,919637,477984,0,0,198041,0,301436,0,1
361207,29700,120000,1,5,0,72,1,7,1,7,6,-2,0,974893,0,806157,599784,870695,0,267909,832858,0,0,0,0
361208,16892,120000,1,1,1,57,2,4,-2,-1,-1,-2,0,0,502096,237497,0,0,644242,0,773378,0,0,0,0
361209,16892,120000,2,1,2,72,1,3,-2,-2,-1,-2,0,303230,470336,600,619462,0,0,0,633701,0,0,0,1
361210,16892,120000,2,1,2,33,1,1,-2,2,0,6,240187,0,453112,431776,207996,835511,0,0,122834,0,0,0,0
361211,1616,120000,1,4,2,58,1,7,-2,-1,8,-2,866798,513404,764758,600,924156,209392,125675,0,250157,0,0,468135,1
361212,16892,120000,2,1,3,59,1,-2,-2,-1,8,-2,0,652801,801784,600,0,0,0,0,276416,0,0,0,1
361213,733,120000,1,1,2,33,1,5,-1,-1,-1,3,353398,383781,603091,757908,596174,424254,0,0,600,449604,0,0,1
361214,15245,120000,2,1,2,51,8,7,-2,-1,-1,-2,176688,0,581439,364695,755013,28450,0,0,150316,0,0,0,1
361215,16892,120000,1,1,0,75,1,-2,3,-1,-1,8,0,748229,815742,636804,233137,728422,0,0,865822,0,0,0,0
361216,16892,687929,2,3,3,33,1,3,7,4,-1,-2,436252,0,561093,262117,809836,884694,0,0,223901,0,36705,0,1
361217,16892,548662,1,5,2,21,4,-2,-2,-1,7,-2,583234,0,488374,521343,50718,0,0,0,600,0,0,355508,0
361218,24397,222133,1,1,2,33,-1,-2,8,-1,-1,4,834461,542286,223183,675246,0,0,0,0,600,0,0,332936,1
361219,21176,120000,1,2,2,72,7,2,4,5,-1,8,0,460646,0,600,557173,0,0,607572,705578,0,0,0,0
361220,15245,120000,2,1,2,51,8,7,1,-1,-1,2,176688,0,581439,364695,755013,28450,0,0,150316,0,0,0,1
361221,16892,844051,1,1,3,67,8,0,3,-1,7,4,742785,795669,670560,854354,688738,0,0,526355,600,0,0,0,0
361222,16892,120000,1,1,2,30,0,2,4,1,5,4,0,173457,225768,87614,80865,8351,0,0,600,0,188004,0,0
361223,16892,120000,2,6,2,60,2,6,-2,5,3,-1,0,864120,440998,352340,195622,852768,0,1167328,600,0,0,87807,1
361224,16892,120000,1,1,0,29,-2,-2,-1,-2,-1,3,253382,888171,581282,781213,884989,0,0,373127,600,0,0,0,1
361225,14201,769192,1,1,1,70,1,7,8,-1,6,-2,82509,948209,0,-38135,721811,144793,0,0,600,0,0,198692,1
361226,16892,146589,1,1,1,33,1,6,-2,-1,5,4,0,525274,674995,240679,770018,417669,0,0,89819,0,68931,0,0
361227,16892,161239,1,4,2,25,1,-2,0,6,-1,-2,255437,424135,551154,399431,26019,374004,0,317935,424837,590314,422418,214228,1
361228,3622,120000,2,1,0,33,7,-2,8,5,2,-2,0,641869,679171,291095,475977,0,0,696778,600,0,0,0,0
361229,16892,120000,2,1,2,33,1,1,-2,2,-1,6,240187,0,453112,431776,207996,835511,0,0,122834,0,0,0,0
361230,11209,120000,1,6,2,33,8,-2,0,2,-2,7,807853,0,482236,312514,485385,-124905,0,0,600,0,227108,425602,0
361231,16892,120000,1,0,3,34,4,7,3,-1,2,-2,325837,0,779302,236678,919637,477984,0,0,198041,0,301436,0,1
361232,16892,120000,1,0,2,44,1,4,-1,7,-1,-1,0,729105,0,600,807457,-62788,0,529251,162818,347407,270676,237159,1
361233,16892,146589,1,1,1,33,1,6,-2,-1,5,4,304024,525274,674995,240679,770018,417669,0,0,89819,0,68931,0,1
361234,24397,222133,1,1,2,22,-1,-2,8,-1,-1,4,834461,542286,223183,675246,0,0,0,0,600,0,0,332936,1
361235,5320,161239,1,4,2,25,1,4,0,6,-1,-2,255437,424135,551154,399431,26019,374004,0,317935,424837,590314,422418,214228,1
361236,17754,591253,1,0,2,33,3,-2,4,4,-1,-2,425328,743293,682729,600,651944,956371,456340,0,600,0,316342,337306,1
361237,16892,120000,2,1,2,55,5,1,0,8,-1,0,-140125,334871,703960,-75697,396637,695200,0,0,240243,0,0,229075,1
361238,13182,470329,1,1,3,66,4,-2,1,-1,7,7,442050,712423,425786,301743,10247,770794,0,0,600,593658,0,0,1
361239,16892,120000,1,1,2,30,0,-2,4,1,5,4,0,173457,225768,87614,80865,0,0,0,600,0,188004,0,0
361240,16892,120000,1,1,0,29,-2,-2,-1,-2,-1,3,0,888171,581282,781213,884989,0,0,373127,600,0,0,0,0
361241,16892,120000,2,1,2,55,5,1,0,-1,-1,0,0,334871,703960,-75697,396637,695200,0,0,240243,0,0,229075,1
361242,16892,144245,1,4,2,55,5,-2,3,4,-1,-1,543671,429983,779176,-7206,93888,466638,0,0,129730,0,45064,0,1
361243,16892,120000,1,1,0,75,1,-2,3,-1,-1,8,-30256,748229,815742,636804,233137,728422,0,0,865822,0,0,0,1
361244,16892,120000,2,6,2,60,1,6,-2,-1,3,-2,0,0,440998,352340,195622,852768,0,1167328,600,0,0,0,1
361245,20454,120000,1,1,3,70,1,-2,-2,-1,6,-2,0,371367,0,600,0,0,0,0,329377,0,0,0,0
361246,8277,120000,1,5,2,42,-1,1,-2,-1,0,6,666801,299942,472406,702320,266148,285001,0,756662,600,0,0,120200,1
361247,522,120000,1,1,2,74,3,-2,-1,-1,3,7,190646,0,252317,600,679301,779534,0,0,435223,0,0,0,1
361248,16892,120000,1,1,2,30,0,-2,4,1,5,4,0,173457,225768,600,80865,0,0,0,600,0,188004,0,1
361249,28569,627302,2,6,1,53,3,3,0,-2,-2,8,859258,474563,237121,420846,1645,233886,4262,2083,332909,1645,0,811,0
361250,28569,180000,2,3,1,40,0,3,7,6,-2,6,663144,543132,2079,309627,1645,1645,228033,2083,792,388936,0,811,1
361251,28569,180000,2,5,1,62,8,0,0,5,7,8,566633,428643,540667,792,1645,691363,4262,2083,320289,1645,0,192269,1
361252,28569,180000,2,3,1,40,3,3,7,6,-2,6,663144,543132,2079,309627,1645,1645,228033,2083,792,388936,0,811,1
361253,28569,180000,1,6,1,40,-1,6,0,-2,3,-2,606927,178937,132814,850143,1645,426269,714679,2083,789986,143687,0,811,0
361254,28569,180000,2,5,1,62,8,0,0,5,7,8,566633,428643,540667,792,1645,691363,4262,2083,320289,1645,0,192269,1
361255,19248,23860,1,2,2,40,0,0,0,4,-2,6,763227,24262,721462,792,1645,264713,167884,2083,83924,1645,0,811,1
361256,28569,920751,2,3,2,40,8,5,4,-2,-2,0,186603,161956,742925,399744,386069,924436,4262,2083,792,1645,0,452701,0
361257,903,276412,2,3,1,40,0,0,0,6,-1,4,837034,805437,808200,882550,429220,316063,214560,2083,119489,1645,379772,379476,1
361258,903,276412,2,3,1,40,0,0,0,6,-1,4,837034,805437,808200,882550,429220,316063,214560,2083,119489,1645,379772,379476,1
361259,13589,180000,2,5,1,62,8,0,-2,5,7,8,566633,428643,540667,738792,1645,691363,4262,2083,320289,1645,301231,192269,0
361260,19248,23860,1,2,2,40,0,0,0,4,4,6,763227,24262,721462,792,1645,264713,167884,2083,83924,1645,0,811,1
361261,5322,180000,2,3,2,40,5,6,0,-2,6,7,717962,286082,762491,445397,836413,337034,4262,2083,147187,294441,0,149996,1
361262,19248,23860,1,2,2,40,0,0,0,4,4,6,763227,24262,721462,792,1645,264713,167884,2083,83924,1645,0,322751,1
361263,19248,23860,1,2,2,40,0,3,0,4,4,6,763227,24262,721462,792,1645,264713,167884,2083,83924,1645,0,322751,0
361264,13016,429893,1,2,1,40,-2,1,0,-2,6,0,760959,913459,456981,792,746166,518199,4262,2083,792,1645,313774,811,0
361265,24503,548527,1,1,2,34,1,2,2,8,2,2,48212,768705,49914,48382,50693,50364,2500,2200,0,3800,1000,1500,1
361266,24503,50000,2,1,2,34,1,1,2,2,7,2,275804,49207,49914,48382,50693,50364,2500,2200,0,3800,401849,1500,0
361267,24503,824911,1,1,2,34,1,2,2,2,2,2,48212,49207,49914,48382,50693,50364,2500,2200,0,3800,359679,1500,0
361268,24503,50000,1,1,2,34,1,2,2,2,2,2,221456,49207,49914,48382,842691,50364,2500,2200,0,3800,147805,125567,1
361269,24503,50000,1,1,3,34,-1,2,2,2,2,6,48212,49207,49914,48382,50693,149428,2500,2200,0,3800,205573,1500,1
361270,24503,50000,1,1,2,34,1,2,2,2,8,2,-48900,-64417,49914,48382,683083,50364,2500,2200,607368,3800,1000,1500,1
361271,24503,50000,1,1,1,34,1,2,4,2,2,2,48212,49207,49914,48382,50693,50364,2500,2200,0,3800,1000,297527,1
361272,24503,50000,1,1,3,34,1,2,2,0,2,2,586891,49207,49914,52903,50693,50364,2500,2200,0,3800,1000,196082,0
361273,24503,978823,1,1,2,41,1,2,2,2,2,2,794185,49207,49914,48382,50693,50364,2500,2200,0,3800,151746,1500,1
361274,24503,50000,1,1,2,34,1,2,2,2,2,2,918047,49207,49914,100768,50693,50364,2500,2200,0,503402,1000,338507,1
361275,24503,200123,1,1,3,34,1,2,2,2,2,2,48212,49207,49914,48382,570463,50364,2500,2200,0,291674,1000,1500,0
361276,24503,250421,1,1,2,34,1,4,2,2,2,2,48212,397900,49914,48382,50693,48017,2500,2200,0,3800,79022,1500,1
361277,24503,50000,1,1,1,34,1,2,2,2,2,2,391314,49207,49914,48382,50693,50364,2500,2200,0,3800,178388,96556,1
361278,24503,690293,1,1,2,34,1,2,2,2,2,2,48212,49207,49914,48382,50693,50364,2500,2200,0,3800,98798,1500,0
361279,24503,978823,1,1,2,41,1,2,2,2,0,2,794185,49207,49914,48382,50693,50364,2500,2200,0,3800,151746,1500,1
361280,27865,803359,2,1,3,34,1,2,2,2,2,2,48212,136026,49914,48382,50693,50364,2500,2200,0,3800,1000,1500,1
361281,24503,331757,1,1,2,34,1,2,2,-1,2,2,48212,470035,49914,48382,50693,50364,2500,2200,242724,3800,31259,1500,1
361282,24503,331757,1,1,2,34,1,2,2,-1,2,2,48212,470035,49914,48382,50693,50364,2500,2200,0,3800,31259,1500,1
361283,24503,364325,1,1,2,74,1,2,2,2,2,5,48212,378291,49914,48382,50693,540349,2500,2200,0,3800,1000,1500,1
361284,24503,50000,1,1,2,64,1,2,2,2,2,2,-86396,49207,49914,48382,50693,50364,2500,2200,0,3800,263836,381337,1
361285,24503,542556,1,1,2,34,1,2,2,2,2,2,48212,49207,49914,48382,50693,50364,2500,2200,0,3800,386790,1500,0
361286,24503,50000,1,1,2,34,2,2,2,2,2,2,924856,49207,49914,48382,50693,50364,2500,2200,296147,3800,1000,1500,0
361287,24503,50000,1,1,3,34,1,2,2,2,0,2,428337,49207,49914,317427,50693,50364,2500,2200,0,3800,306382,1500,1
361288,24503,50000,1,4,2,34,1,2,2,2,3,2,873056,49207,49914,48382,50693,50364,2500,2200,0,3800,1000,15046,1
361289,24503,257068,1,1,2,34,1,2,2,2,2,2,147379,969666,49914,48382,50693,50364,2500,2200,0,319715,1000,1500,1
361290,22606,542556,1,1,2,34,1,2,2,2,2,2,725853,49207,49914,48382,50693,50364,2500,2200,0,3800,386790,1500,1
361291,24503,331757,1,1,2,34,1,2,2,-1,2,2,48212,49207,49914,48382,50693,50364,2500,2200,0,3800,31259,1500,1
361292,24503,50000,1,1,2,34,0,2,2,5,2,2,48212,477988,49914,48382,50693,277532,2500,2200,0,3800,1000,1500,1
361293,24503,50000,1,1,2,34,1,2,5,2,2,2,48212,567180,49914,48382,50693,50364,330053,2200,0,3800,1000,390269,1
361294,24503,50000,1,1,2,34,1,2,2,2,2,6,23719,49207,49914,163920,50693,50364,2500,544943,0,212757,1000,1500,1
361295,24503,579121,1,1,2,26,3,2,2,2,2,2,48212,49207,49914,48382,50693,50364,72901,2200,521151,3800,1000,1500,1
361296,24503,50000,1,1,2,23,-1,2,2,2,2,2,48212,49207,49914,566558,50693,50364,2500,2200,0,298643,1000,1500,1
361297,24503,50000,1,1,3,34,5,2,2,2,2,2,48212,49207,49914,48382,665927,152315,2500,2200,739147,3800,1000,1500,1
361298,24503,50000,1,4,2,34,8,2,2,2,2,2,405457,49207,49914,48382,50693,50364,2500,2200,397072,3800,1000,1500,0
361299,24503,50000,1,1,2,53,4,2,6,2,-2,2,110534,49207,49914,48382,50693,50364,2500,2200,0,3800,1000,1500,0
361300,24503,50000,1,1,2,46,6,2,2,2,2,2,48212,49207,49914,-3205,50693,50364,2500,2200,0,599556,1000,1500,1
361301,24503,50000,1,1,2,34,1,2,-1,2,2,2,48212,49207,49914,48382,50693,50364,2500,2200,0,365508,1000,510669,1
361302,24503,50000,1,1,2,34,6,2,2,0,0,2,48212,49207,49914,292440,50693,50364,2500,2200,0,3800,1000,1500,1
361303,24503,50000,1,4,2,34,1,2,2,2,3,2,873056,49207,49914,48382,50693,50364,2500,2200,0,3800,1000,1500,1
361304,24503,756843,1,1,2,34,-1,2,2,6,2,2,48212,49207,49914,14156,50693,50364,2500,2200,0,3800,1000,1500,1
361305,24503,244923,1,1,2,45,1,2,2,2,2,2,48212,49207,49914,48382,50693,50364,2500,236249,0,3800,127047,1500,0
361306,24503,50000,1,1,1,34,1,2,2,2,2,2,48212,359409,49914,48382,-60159,9997,2500,2200,0,3800,1000,67296,0
361307,24503,50000,1,1,2,34,6,2,2,2,2,2,48212,49207,49914,48382,50693,607525,2500,2200,583082,3800,1000,1500,1
361308,24503,50000,1,1,2,46,6,2,2,2,2,2,48212,49207,49914,48382,50693,50364,2500,2200,0,599556,1000,1500,1
361309,24503,567042,1,1,2,34,3,2,2,2,2,2,48212,49207,624915,21111,660750,50364,2500,2200,0,3800,1000,1500,1
361310,24503,50000,1,0,1,34,0,2,2,2,5,2,48212,49207,49914,48382,65385,50364,2500,2200,0,3800,1000,1500,1
361311,24503,156539,1,1,2,34,1,2,2,2,2,2,209661,49207,49914,48382,50693,50364,701592,2200,0,3800,35249,1500,0
361312,24503,219823,1,1,2,34,6,2,2,2,2,2,48212,49207,49914,819479,50693,50364,2500,2200,0,3800,1000,1500,0
361313,24503,568729,1,1,2,34,1,2,2,2,2,2,48212,49207,49914,48382,50693,205503,2500,2200,0,3800,1000,464942,1
361314,7516,904942,1,1,3,34,1,2,5,2,2,2,48212,-59114,49914,48382,50693,50364,2500,2200,0,3800,1000,1500,0
361315,24503,960659,1,1,2,34,-1,2,2,5,2,2,48212,362366,49914,48382,50693,50364,2500,2200,0,3800,1000,1500,1
361316,24503,741926,1,1,2,34,1,2,2,2,2,4,48212,809640,49914,753105,50693,50364,2500,2200,0,3800,1000,1500,1
361317,24503,350469,1,1,2,34,1,2,2,2,2,2,452304,-7274,49914,48382,50693,50364,2500,2200,0,3800,245160,1500,1
361318,22832,50000,2,1,2,34,8,2,2,-1,2,2,48212,49207,-52223,48382,50693,50364,2500,2200,0,3800,1000,1500,1
361319,24503,50000,1,1,0,34,2,2,0,0,2,2,48212,49207,49914,48382,50693,50364,2500,2200,0,3800,1000,161101,1
361320,24503,50000,1,1,2,34,1,2,-1,3,2,2,48212,192599,49914,48382,50693,50364,2500,2200,0,520275,1000,309503,1
361321,24503,50000,1,1,2,34,2,2,2,6,7,2,48212,49207,49914,48382,50693,499424,2500,2200,805807,3800,1000,1500,1
361322,24503,978823,1,1,2,34,1,2,2,2,2,2,794185,49207,49914,48382,50693,50364,2500,2200,0,3800,151746,1500,1
361323,24503,960659,1,1,2,34,-1,2,2,5,2,-1,48212,362366,49914,48382,50693,50364,2500,2200,0,3800,1000,1500,1
361324,24503,50000,1,1,2,34,2,2,2,2,7,2,48212,49207,49914,48382,50693,50364,2500,2200,805807,3800,1000,1500,1
361325,24503,50000,1,2,2,34,1,2,2,2,2,2,256216,281082,49914,48382,504211,50364,662579,2200,0,3800,1000,1500,0
361326,24503,50000,1,1,2,46,6,2,2,2,2,2,48212,49207,49914,48382,50693,50364,2500,2200,0,3800,1000,1500,1
361327,24503,50000,1,5,2,34,1,2,2,2,2,4,48212,49207,49914,124128,50693,50364,2500,2200,793067,3800,1000,27669,0
361328,24503,72967,1,1,2,34,3,2,-1,2,2,2,48212,49207,49914,48382,50693,50364,2500,2200,652987,3800,1000,318308,1
361329,24503,50000,1,1,2,34,1,2,2,2,2,2,48212,89400,305913,48382,338197,50364,2500,2200,0,3800,1000,286504,0
361330,24503,50000,1,6,2,34,5,2,2,-1,2,6,48212,49207,49914,48382,413065,50364,2500,2200,0,3800,1000,1500,1
361331,24503,508974,1,1,3,34,2,2,2,2,2,2,48212,49207,49914,48382,50693,50364,2500,2200,0,3800,1000,154542,1
361332,19976,50000,2,1,2,67,5,2,2,2,2,2,48212,49207,49914,48382,50693,50364,2500,2200,0,3800,1000,160298,1
361333,24503,258161,2,1,2,34,3,2,2,2,2,2,48212,49207,49914,48382,50693,457843,2500,2200,0,3800,1000,1500,1
361334,22832,50000,1,1,2,34,8,2,2,-1,2,2,48212,49207,-52223,48382,50693,50364,2500,2200,0,3800,1000,1500,1
361335,24503,548643,1,1,2,34,6,2,2,2,2,2,48212,49207,49914,48382,50693,50364,2500,2200,0,3800,274705,1500,0
361336,20634,130675,1,1,2,34,1,2,2,-2,2,2,48212,49207,49914,48382,50693,5165,2500,2200,0,3800,1000,1500,1
361337,24503,170278,1,1,2,34,5,2,2,2,5,2,48212,251627,49914,48382,50693,50364,637484,2200,0,3800,1000,1500,0
361338,2175,50000,1,1,2,63,4,2,2,2,2,2,48212,49207,49914,48382,50693,825189,2500,2200,498420,3800,1000,1500,1
361339,24503,50000,1,1,2,63,4,2,2,2,2,2,48212,49207,49914,48382,50693,50364,2500,2200,498420,3800,1000,1500,1
361340,24503,50000,1,1,2,60,1,2,2,6,2,2,48212,49207,49914,639881,858015,187304,2500,2200,0,3800,1000,1500,1
361341,24503,50000,1,1,2,34,0,2,2,2,8,2,372557,49207,49914,48382,50693,50364,2500,2200,0,3800,1000,1500,1
361342,24503,170278,1,1,2,34,5,2,2,2,2,2,48212,251627,49914,48382,50693,50364,2500,2200,0,3800,1000,1500,1
361343,24503,990761,1,3,2,34,1,2,2,3,2,2,48212,620053,49914,48382,50693,50364,2500,2200,0,3800,1000,1500,1
361344,24503,936232,1,1,2,34,-2,2,2,2,2,2,862870,49207,49914,201073,50693,50364,2500,2200,0,3800,1000,1500,1
361345,24503,156110,1,1,2,34,0,2,2,2,2,2,963088,49207,49914,48382,50693,50364,2500,2200,0,3800,1000,1500,1
361346,24503,50000,1,1,2,34,1,2,3,-1,2,2,16066,769135,49914,48382,50693,50364,2500,2200,0,3800,1000,334510,0
361347,24503,304579,2,1,2,34,1,2,2,2,2,2,48212,49207,85851,48382,50693,50364,2500,2200,0,372373,128918,1500,1
361348,24503,50000,1,1,1,34,1,2,2,2,2,2,48212,-32476,419933,48382,876856,50364,2500,2200,0,3800,1000,1500,0
361349,24503,50000,1,1,2,34,-2,2,2,2,-1,2,48212,49207,49914,48382,50693,50364,2500,2200,560068,3800,1000,1500,1
361350,24503,50000,1,1,1,34,1,2,2,2,2,2,48212,322946,49914,48382,421719,50364,495063,2200,0,3800,62392,1500,1
361351,24503,106322,1,6,2,48,1,2,2,2,2,2,48212,549854,49914,48382,50693,50364,2500,2200,0,3800,1000,359556,1
361352,24503,840993,1,1,1,34,1,2,2,2,2,2,48212,49207,124263,48382,50693,50364,2500,2200,0,3800,1000,329070,0
361353,24503,170278,1,1,2,34,5,2,2,2,5,2,48212,251627,49914,48382,50693,50364,2500,2200,0,3800,1000,1500,1
361354,24503,936232,1,1,2,34,-2,2,2,2,2,2,862870,49207,49914,201073,50693,50364,2500,2200,0,3800,1000,1500,1
361355,24503,350469,1,1,2,34,1,2,2,2,2,2,48212,-7274,49914,48382,50693,50364,2500,2200,0,3800,245160,1500,1
361356,24503,50000,1,1,2,34,1,2,2,2,0,2,428337,49207,49914,317427,50693,50364,2500,2200,0,3800,306382,1500,0
361357,29904,847937,1,1,2,34,1,2,2,3,2,2,667733,49207,49914,48382,50693,50364,2500,2200,0,3800,1000,1500,1
361358,24503,50000,1,1,2,34,0,2,2,2,8,2,372557,49207,49914,-33810,50693,50364,2500,2200,0,304579,1000,1500,1
361359,24503,50000,1,1,1,34,7,2,2,2,2,2,48212,592932,49914,48382,50693,50364,2500,2200,0,3800,1000,1500,1
361360,24503,744179,1,1,2,54,1,2,2,2,2,2,48212,49207,49914,48382,50693,50364,2500,2200,0,3800,226307,1500,1
361361,24503,350469,1,1,2,34,1,2,2,2,2,2,452304,-7274,49914,48382,50693,510902,2500,2200,0,3800,245160,1500,1
361362,24503,759058,1,1,2,34,1,2,2,2,2,2,48212,49207,49914,48382,50693,420533,2500,2200,0,86074,423566,616,1
361363,24503,50000,1,1,2,34,4,2,1,2,2,2,48212,49207,49914,196649,50693,50364,2500,2200,0,3800,1000,1500,1
361364,24503,548527,1,1,2,33,1,2,2,8,2,2,48212,768705,49914,48382,50693,50364,2500,2200,0,3800,1000,1500,1
361365,7426,180000,2,0,1,57,1,2,0,0,2,0,282629,928839,394657,533403,832948,130293,0,1145240,6000,601681,10000,143595,1
361366,16332,81432,2,0,1,62,8,2,0,5,0,0,114413,111165,653239,119542,122452,166142,0,10000,667717,283236,10000,404792,1
361367,15818,180000,1,0,1,21,1,2,5,7,0,4,114413,111165,117004,543087,122452,130293,0,728250,6000,5000,10000,6500,1
361368,7426,342841,2,1,1,42,1,5,0,3,-1,-2,856251,807200,518124,119542,122452,261864,0,10000,6000,5000,422323,168253,0
361369,10188,180000,2,4,3,38,1,2,6,0,4,2,114413,111165,117004,119542,122452,456130,0,341612,178644,5000,393906,6500,1
361370,26532,180000,2,5,2,38,1,2,7,4,7,0,114413,852866,117004,119542,361125,-12282,0,10000,256839,384468,16314,58042,1
361371,7426,110787,2,1,1,45,1,2,0,7,0,0,114413,683602,117004,119542,122452,751077,0,408266,6000,5000,357524,6500,1
361372,7426,443660,2,4,1,45,1,2,0,1,0,0,939724,396738,117004,119542,122452,130293,0,281111,506690,240933,10000,6500,0
361373,28666,180000,2,3,3,68,7,2,5,8,4,0,114413,111165,117004,119542,70965,130293,0,10000,404993,209111,10000,6500,0
361374,16332,81432,2,0,1,62,8,2,0,5,0,0,114413,111165,653239,119542,122452,166142,821998,10000,667717,283236,10000,404792,1
361375,19007,180000,2,1,0,64,1,2,0,5,0,6,114413,111165,117004,837686,290149,164545,0,1186584,735357,5000,10000,337047,0
361376,24939,180000,2,6,0,21,0,2,0,0,0,4,99856,111165,634056,276255,812720,130293,0,48309,224824,5000,2982,139864,1
361377,7426,180000,2,5,1,62,6,2,0,2,4,-1,114413,295672,272591,455821,812773,130293,0,94716,6000,5000,10000,6500,1
361378,22157,180000,2,5,2,38,7,2,0,7,0,3,748546,138622,117004,432314,122452,130293,0,275105,463527,5000,274277,516374,0
361379,7426,180000,2,0,1,64,1,2,2,0,0,-1,641253,157411,117004,119542,724334,130293,0,10000,316647,5000,255987,6500,0
361380,22157,180000,2,1,2,38,1,2,0,7,0,3,748546,138622,117004,432314,122452,130293,0,10000,463527,5000,274277,516374,1
361381,2298,401227,1,6,1,38,5,2,-1,7,6,0,114413,700023,117004,119542,820744,-76053,0,10000,110113,470131,358572,114049,1
361382,24939,180000,2,6,0,21,0,2,0,0,0,4,99856,111165,634056,276255,812720,130293,0,48309,6000,5000,2982,139864,0
361383,7426,90072,1,1,2,29,8,2,0,7,0,0,828631,620215,117004,119542,557785,-138409,0,10000,6000,213131,1364,456844,0
361384,7426,90072,1,1,2,29,8,2,3,7,0,5,828631,620215,232456,119542,557785,-138409,0,10000,6000,213131,1364,456844,1
361385,16898,180000,2,1,1,38,1,0,0,0,0,0,638923,949454,609341,596165,524379,868215,0,216752,244653,5000,10000,6500,0
361386,11580,953550,2,1,1,70,1,3,0,3,0,0,539045,244778,424714,807505,122452,130293,0,10000,222103,5000,232276,119293,0
361387,10188,180000,1,4,3,38,1,2,6,0,4,2,114413,111165,117004,119542,122452,456130,0,341612,178644,5000,393906,6500,1
361388,3632,180000,2,4,1,79,1,2,0,0,0,4,906588,228165,251116,703330,252873,-47399,0,425239,537815,5000,10000,6500,0
361389,29179,180000,1,1,1,42,1,2,0,0,5,6,114413,111165,117004,119542,122452,630667,0,965776,815770,5000,29265,104791,0
361390,7426,180000,2,1,1,72,1,-1,3,0,0,4,894547,477462,252110,119542,693116,342318,0,10000,366911,5000,10000,6500,0
